date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:18:25	60575/60575	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-ec9f%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/frontend.minb403.css	(from https://www.snaptechit.com/)
00:18:25	254/254	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-fe%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-image.minb403.css	(from https://www.snaptechit.com/)
00:18:26	26793/26793	---MCZ	200	added ('OK')	text/css	etag:W/%226723d032-68a9%22	https://www.snaptechit.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css?ver=3.25.0	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min503b.css	(from https://www.snaptechit.com/)
00:18:26	600/600	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-258%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-heading.minb403.css	(from https://www.snaptechit.com/)
00:18:26	704/704	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-2c0%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-text-editor.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-text-editor.minb403.css	(from https://www.snaptechit.com/)
00:18:26	4875/4875	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-130b%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-social-icons.minb403.css	(from https://www.snaptechit.com/)
00:18:27	7068/7068	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-1b9c%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/conditionals/apple-webkit.minb403.css	(from https://www.snaptechit.com/)
00:18:27	130/130	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-82%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInUp.minb403.css	(from https://www.snaptechit.com/)
00:18:27	137/137	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-89%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.minb403.css	(from https://www.snaptechit.com/)
00:18:28	139/139	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-8b%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.minb403.css	(from https://www.snaptechit.com/)
00:18:28	19862/19862	---MCZ	200	added ('OK')	text/css	etag:W/%22671304fd-4d96%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.31.0	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min0fd8.css	(from https://www.snaptechit.com/)
00:18:28	16471/16471	---MCZ	200	added ('OK')	text/css	etag:W/%22671304fd-4057%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://www.snaptechit.com/)
00:18:29	10260/10260	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-2814%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.minb403.css	(from https://www.snaptechit.com/)
00:18:29	3018/3018	---MCZ	200	added ('OK')	text/css	etag:W/%226723d078-bca%22	https://www.snaptechit.com/wp-content/uploads/elementor/css/post-767.css?ver=1730400376	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/elementor/css/post-767026c.css	(from https://www.snaptechit.com/)
00:18:29	5983/5983	---MCZ	200	added ('OK')	text/css	etag:W/%22662307b3-175f%22	https://www.snaptechit.com/wp-content/plugins/elementor-extras/assets/lib/nicons/css/nicons.css?ver=2.2.52	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor-extras/assets/lib/nicons/css/niconsd988.css	(from https://www.snaptechit.com/)
00:18:29	205584/205584	---MCZ	200	added ('OK')	text/css	etag:W/%22662307b3-32310%22	https://www.snaptechit.com/wp-content/plugins/elementor-extras/assets/css/frontend.min.css?ver=2.2.52	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor-extras/assets/css/frontend.mind988.css	(from https://www.snaptechit.com/)
00:18:30	1364/1364	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-554%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-spacer.minb403.css	(from https://www.snaptechit.com/)
00:18:30	1868/1868	---MCZ	200	added ('OK')	text/css	etag:W/%226723d02f-74c%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-video.min.css?ver=3.25.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/css/widget-video.minb403.css	(from https://www.snaptechit.com/)
00:18:30	22576/22576	---MCZ	200	added ('OK')	text/css	etag:W/%226723d0ec-5830%22	https://www.snaptechit.com/wp-content/uploads/elementor/css/post-12.css?ver=1730400492	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/elementor/css/post-12dfb0.css	(from https://www.snaptechit.com/)
00:18:31	12658/12658	---MCZ	200	added ('OK')	text/css	etag:W/%226723d079-3172%22	https://www.snaptechit.com/wp-content/uploads/elementor/css/post-771.css?ver=1730400377	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/elementor/css/post-771fc5c.css	(from https://www.snaptechit.com/)
00:18:31	9534/9534	---MCZ	200	added ('OK')	text/css	etag:W/%226723d079-253e%22	https://www.snaptechit.com/wp-content/uploads/elementor/css/post-785.css?ver=1730400377	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/elementor/css/post-785fc5c.css	(from https://www.snaptechit.com/)
00:18:31	1329/1329	---MCZ	200	added ('OK')	text/css	etag:W/%226723d079-531%22	https://www.snaptechit.com/wp-content/uploads/elementor/css/post-1306.css?ver=1730400377	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/elementor/css/post-1306fc5c.css	(from https://www.snaptechit.com/)
00:18:32	6836/6836	---MCZ	200	added ('OK')	text/css	etag:W/%226723d079-1ab4%22	https://www.snaptechit.com/wp-content/uploads/elementor/css/post-795.css?ver=1730400377	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/elementor/css/post-795fc5c.css	(from https://www.snaptechit.com/)
00:18:32	2114/2114	---MCZ	200	added ('OK')	text/css	etag:W/%2263b8bc94-842%22	https://www.snaptechit.com/wp-content/themes/hello-theme-child-397-digital/style.css?ver=1.4	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/themes/hello-theme-child-397-digital/stylead05.css	(from https://www.snaptechit.com/)
00:18:32	58071/58071	---MCZ	200	added ('OK')	text/css	etag:W/%22671304fd-e2d7%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://www.snaptechit.com/)
00:18:32	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%22671304fd-29d%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://www.snaptechit.com/)
00:18:33	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%22671304fd-2a3%22	https://www.snaptechit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://www.snaptechit.com/)
00:18:33	87553/87553	---MCZ	200	added ('OK')	application/javascript	etag:W/%2264ecd5ef-15601%22	https://www.snaptechit.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://www.snaptechit.com/)
00:18:33	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%226482bd64-3509%22	https://www.snaptechit.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://www.snaptechit.com/)
00:18:35	300715/300715	---MCZ	200	added ('OK')	application/json	date:Thu,%2031%20Oct%202024%2019:18:36%20GMT	https://www.snaptechit.com/wp-json/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-json/index.html	(from https://www.snaptechit.com/)
00:18:35	79457/79457	---MCZ	200	added ('OK')	application/json	date:Thu,%2031%20Oct%202024%2019:18:36%20GMT	https://www.snaptechit.com/wp-json/wp/v2/pages/12	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-json/wp/v2/pages/12.json	(from https://www.snaptechit.com/)
00:18:36	823/823	---MCZ	200	added ('OK')	text/xml	date:Thu,%2031%20Oct%202024%2019:18:37%20GMT	https://www.snaptechit.com/xmlrpc.php?rsd	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/xmlrpc0db0.php	(from https://www.snaptechit.com/)
00:18:37	2245/2245	---MCZ	200	added ('OK')	application/json	date:Thu,%2031%20Oct%202024%2019:18:38%20GMT	https://www.snaptechit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.snaptechit.com%2F	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-json/oembed/1.0/embed0b40.json	(from https://www.snaptechit.com/)
00:18:39	2441/2441	---MCZ	200	added ('OK')	text/xml	date:Thu,%2031%20Oct%202024%2019:18:39%20GMT	https://www.snaptechit.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.snaptechit.com%2F&format=xml	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-json/oembed/1.0/embed968a	(from https://www.snaptechit.com/)
00:18:40	244261/244261	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2031%20Oct%202024%2019:18:41%20GMT	https://connect.facebook.net/en_US/fbevents.js	D:/Hamza%20Solutions/Theme2/snap2/connect.facebook.net/en_US/fbevents.js	(from https://www.snaptechit.com/)
00:18:41	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2031%20Oct%202024%2019:18:42%20GMT	https://www.googletagmanager.com/gtm.js?id=	D:/Hamza%20Solutions/Theme2/snap2/www.googletagmanager.com/gtm.2b5445.delayed	(from https://www.snaptechit.com/)
00:18:41	498/498	---M--	200	added ('OK')	image/png	etag:%2263b8bc94-1f5%22	https://www.snaptechit.com/wp-content/uploads/2020/11/cropped-snap-tech-it-favicon-32x32.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2020/11/cropped-snap-tech-it-favicon-32x32.png	(from https://www.snaptechit.com/)
00:18:42	2923/2923	---M--	200	added ('OK')	image/png	etag:%2263b8bc94-ce5%22	https://www.snaptechit.com/wp-content/uploads/2020/11/cropped-snap-tech-it-favicon-192x192.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2020/11/cropped-snap-tech-it-favicon-192x192.png	(from https://www.snaptechit.com/)
00:18:42	2678/2678	---M--	200	added ('OK')	image/png	etag:%2263b8bc94-bbc%22	https://www.snaptechit.com/wp-content/uploads/2020/11/cropped-snap-tech-it-favicon-180x180.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2020/11/cropped-snap-tech-it-favicon-180x180.png	(from https://www.snaptechit.com/)
00:18:42	4359/4359	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2263b8bc94-1107%22	https://www.snaptechit.com/wp-content/uploads/2018/06/snap-tech-it-logo.svg	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2018/06/snap-tech-it-logo.svg	(from https://www.snaptechit.com/)
00:18:44	98302/98302	---M--	200	added ('OK')	image/jpeg	etag:%22659c2620-202a8%22	https://www.snaptechit.com/wp-content/uploads/2024/01/Frustrated-Employee.jpg	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/Frustrated-Employee.jpg	(from https://www.snaptechit.com/)
00:18:46	115108/115108	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:46%20GMT	https://www.snaptechit.com/customer-support/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/customer-support/index.html	(from https://www.snaptechit.com/)
00:18:47	142476/142476	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:47%20GMT	https://www.snaptechit.com/it-management-solutions/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/it-management-solutions/index.html	(from https://www.snaptechit.com/)
00:18:48	123637/123637	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:47%20GMT	https://www.snaptechit.com/co-managed-it-services/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/co-managed-it-services/index.html	(from https://www.snaptechit.com/)
00:18:48	208940/208940	---M--	200	added ('OK')	image/png	etag:%2265aeba56-349ca%22	https://www.snaptechit.com/wp-content/uploads/2024/01/Computer-Support-IT.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/Computer-Support-IT.png	(from https://www.snaptechit.com/)
00:18:49	123360/123360	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:48%20GMT	https://www.snaptechit.com/managed-it-services/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/managed-it-services/index.html	(from https://www.snaptechit.com/)
00:18:50	116076/116076	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:50%20GMT	https://www.snaptechit.com/cyberdefense-identify/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyberdefense-identify/index.html	(from https://www.snaptechit.com/)
00:18:50	5769/5769	---M--	200	added ('OK')	image/png	etag:%2265a1863c-2130%22	https://www.snaptechit.com/wp-content/uploads/2024/01/Proven-Process.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/Proven-Process.png	(from https://www.snaptechit.com/)
00:18:51	124487/124487	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:52%20GMT	https://www.snaptechit.com/cyberdefense-protect/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyberdefense-protect/index.html	(from https://www.snaptechit.com/)
00:18:52	6092/6092	---M--	200	added ('OK')	image/png	etag:%2265a188eb-1e93%22	https://www.snaptechit.com/wp-content/uploads/2024/01/Technology-Plan.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/Technology-Plan.png	(from https://www.snaptechit.com/)
00:18:53	116434/116434	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:53%20GMT	https://www.snaptechit.com/cyberdefense-respond/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyberdefense-respond/index.html	(from https://www.snaptechit.com/)
00:18:54	116690/116690	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:54%20GMT	https://www.snaptechit.com/cyberdefense-recover/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyberdefense-recover/index.html	(from https://www.snaptechit.com/)
00:18:56	118329/118329	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:53%20GMT	https://www.snaptechit.com/cyberdefense-detect/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyberdefense-detect/index.html	(from https://www.snaptechit.com/)
00:18:56	5981/5981	---M--	200	added ('OK')	image/png	etag:%2265a6eda5-1e3c%22	https://www.snaptechit.com/wp-content/uploads/2024/01/IT-Budget.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/IT-Budget.png	(from https://www.snaptechit.com/)
00:18:57	118906/118906	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:55%20GMT	https://www.snaptechit.com/cyberdefense-manage/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyberdefense-manage/index.html	(from https://www.snaptechit.com/)
00:18:58	110450/110450	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:57%20GMT	https://www.snaptechit.com/professional-services/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/professional-services/index.html	(from https://www.snaptechit.com/)
00:18:59	111853/111853	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:59%20GMT	https://www.snaptechit.com/cloud-it-solutions/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cloud-it-solutions/index.html	(from https://www.snaptechit.com/)
00:19:00	114914/114914	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:18:59%20GMT	https://www.snaptechit.com/cybersecurity-regulation-compliance/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cybersecurity-regulation-compliance/index.html	(from https://www.snaptechit.com/)
00:19:01	121900/121900	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:01%20GMT	https://www.snaptechit.com/cmmc-compliance/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cmmc-compliance/index.html	(from https://www.snaptechit.com/)
00:19:01	8095/8095	---M--	200	added ('OK')	image/png	etag:%2265a6ee5e-299c%22	https://www.snaptechit.com/wp-content/uploads/2024/01/IT-Best-Practices.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/IT-Best-Practices.png	(from https://www.snaptechit.com/)
00:19:02	109347/109347	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:03%20GMT	https://www.snaptechit.com/roadmap-to-cmmc-readiness/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/roadmap-to-cmmc-readiness/index.html	(from https://www.snaptechit.com/)
00:19:03	3741/3741	---M--	200	added ('OK')	image/png	etag:%2265a6eef4-17fb%22	https://www.snaptechit.com/wp-content/uploads/2024/01/Work-Securely-Anywhere.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/Work-Securely-Anywhere.png	(from https://www.snaptechit.com/)
00:19:04	114585/114585	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:04%20GMT	https://www.snaptechit.com/cyber-security-for-the-legal-industry/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyber-security-for-the-legal-industry/index.html	(from https://www.snaptechit.com/)
00:19:05	141184/141184	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:05%20GMT	https://www.snaptechit.com/cyber-security-for-the-financial-sector-find-the-best-cyberdefense-experts/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/cyber-security-for-the-financial-sector-find-the-best-cyberdefense-experts/index.html	(from https://www.snaptechit.com/)
00:19:06	152589/152589	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:06%20GMT	https://www.snaptechit.com/about-business-it-support/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/about-business-it-support/index.html	(from https://www.snaptechit.com/)
00:19:07	130603/130603	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:06%20GMT	https://www.snaptechit.com/outsourced-it-team/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/outsourced-it-team/index.html	(from https://www.snaptechit.com/)
00:19:07	6801/6801	---M--	200	added ('OK')	image/png	etag:%2265a6ef4b-3ccb%22	https://www.snaptechit.com/wp-content/uploads/2024/01/Friendly-IT-Support.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/Friendly-IT-Support.png	(from https://www.snaptechit.com/)
00:19:09	121050/121050	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:09%20GMT	https://www.snaptechit.com/careers/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/careers/index.html	(from https://www.snaptechit.com/)
00:19:09	8174/8174	---M--	200	added ('OK')	image/png	etag:%2265a6ef99-396e%22	https://www.snaptechit.com/wp-content/uploads/2024/01/Peace-of-Mind-IT.png	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/wp-content/uploads/2024/01/Peace-of-Mind-IT.png	(from https://www.snaptechit.com/)
00:19:11	111489/111489	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:11%20GMT	https://www.snaptechit.com/managed-it-services-phoenix-az/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/managed-it-services-phoenix-az/index.html	(from https://www.snaptechit.com/)
00:19:11	110305/110305	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2019:19:11%20GMT	https://www.snaptechit.com/managed-it-services-atlanta-ga/	D:/Hamza%20Solutions/Theme2/snap2/www.snaptechit.com/managed-it-services-atlanta-ga/index.html	(from https://www.snaptechit.com/)
